 time, vibration, pressure, z_tilt
 14:51:50 2022/6/3,1023,730,12136
 14:51:51 2022/6/3,1,736,11728
 14:51:51 2022/6/3,1,732,11964
 14:51:52 2022/6/3,1,735,11964
 14:51:52 2022/6/3,1,720,11388
 14:51:53 2022/6/3,1,723,11716
 14:51:53 2022/6/3,1,717,12728
 14:51:54 2022/6/3,1,702,12664
 14:51:54 2022/6/3,1,701,12476
 14:51:55 2022/6/3,1,703,12636
 14:51:55 2022/6/3,1,701,12968
 14:51:56 2022/6/3,1,713,13444
 14:51:56 2022/6/3,1,601,12720
 14:51:57 2022/6/3,1,680,12708
 14:51:57 2022/6/3,1,757,12536
 14:51:58 2022/6/3,1,781,12664
 14:51:58 2022/6/3,1,740,12444
 14:51:59 2022/6/3,1,825,12596
 14:51:59 2022/6/3,1,826,12268
 14:52:0 2022/6/3,1,816,12432
 14:52:0 2022/6/3,1,794,12388
 14:52:1 2022/6/3,1,779,12612
 14:52:1 2022/6/3,1,776,12632
 14:52:2 2022/6/3,1,776,12272
 14:52:2 2022/6/3,1,766,12472
 14:52:3 2022/6/3,1,756,12528
 14:52:3 2022/6/3,1,757,12484
 14:52:4 2022/6/3,1,757,12464
 14:52:4 2022/6/3,1,745,12200
 14:52:5 2022/6/3,1,713,12016
 14:52:5 2022/6/3,1,694,11112
 14:52:6 2022/6/3,1,675,11376
 14:52:6 2022/6/3,1,577,11420
 14:52:7 2022/6/3,1,527,9888
 14:52:7 2022/6/3,1,670,8552
 14:52:8 2022/6/3,1,667,6852
 14:52:8 2022/6/3,1,656,6584
 14:52:9 2022/6/3,1,618,4960
 14:52:9 2022/6/3,1,602,2708
 14:52:10 2022/6/3,1,678,2020
 14:52:10 2022/6/3,1,685,1648
 14:52:11 2022/6/3,1,695,1232
 14:52:11 2022/6/3,1,671,1408
 14:52:12 2022/6/3,1023,516,1396
 14:52:12 2022/6/3,1023,550,1536
 14:52:13 2022/6/3,1,558,1880
 14:52:13 2022/6/3,1,555,1108
 14:52:14 2022/6/3,1,496,988
 14:52:14 2022/6/3,1,464,988
 14:52:15 2022/6/3,1,466,864
 14:52:15 2022/6/3,1,471,848
 14:52:16 2022/6/3,1,502,648
 14:52:16 2022/6/3,1,514,304
 14:52:17 2022/6/3,1023,498,152
 14:52:17 2022/6/3,1023,520,92
 14:52:18 2022/6/3,1,559,28
 14:52:18 2022/6/3,1,547,-176
 14:52:19 2022/6/3,1,507,652
 14:52:19 2022/6/3,1,557,228
 14:52:20 2022/6/3,1,573,252
 14:52:20 2022/6/3,1,577,164
 14:52:21 2022/6/3,1,588,224
 14:52:21 2022/6/3,1,612,336
 14:52:22 2022/6/3,1,618,340
 14:52:22 2022/6/3,1,554,-32
 14:52:23 2022/6/3,1,528,-620
 14:52:23 2022/6/3,1,530,-316
 14:52:24 2022/6/3,1,517,168
 14:52:24 2022/6/3,0,514,-12
 14:52:25 2022/6/3,1,540,-200
 14:52:25 2022/6/3,1,504,124
 14:52:26 2022/6/3,1,518,44
 14:52:26 2022/6/3,1,558,76
 14:52:27 2022/6/3,0,568,92
 14:52:27 2022/6/3,1,565,488
 14:52:28 2022/6/3,1,590,304
 14:52:28 2022/6/3,1,601,16
 14:52:29 2022/6/3,1,585,60
 14:52:29 2022/6/3,1,633,192
 14:52:30 2022/6/3,2,630,268
 14:52:30 2022/6/3,1023,627,612
 14:52:31 2022/6/3,1016,614,328
 14:52:31 2022/6/3,1,601,404
 14:52:32 2022/6/3,1,602,-228
 14:52:32 2022/6/3,0,618,-56
 14:52:33 2022/6/3,0,610,844
 14:52:33 2022/6/3,1,625,268
 14:52:34 2022/6/3,1,746,-8
 14:52:34 2022/6/3,0,687,416
 14:52:35 2022/6/3,1,704,412
 14:52:35 2022/6/3,1,699,312
 14:52:36 2022/6/3,1,699,288
 14:52:36 2022/6/3,1,678,176
 14:52:37 2022/6/3,1,682,108
 14:52:37 2022/6/3,1,699,-236
 14:52:38 2022/6/3,1,707,204
 14:52:38 2022/6/3,1,704,200
 14:52:39 2022/6/3,1,705,424
 14:52:39 2022/6/3,1,672,-4
 14:52:40 2022/6/3,1,672,-56
 14:52:40 2022/6/3,1,681,88
 14:52:41 2022/6/3,1,672,40
 14:52:41 2022/6/3,1,675,-296
 14:52:42 2022/6/3,1,680,-268
 14:52:42 2022/6/3,1,677,-20
 14:52:43 2022/6/3,1,683,-164
 14:52:43 2022/6/3,1,676,-360
 14:52:44 2022/6/3,1,705,16
 14:52:44 2022/6/3,1023,705,168
 14:52:45 2022/6/3,1023,714,112
 14:52:45 2022/6/3,1003,716,304
 14:52:46 2022/6/3,1,717,96
 14:52:46 2022/6/3,1,716,100
 14:52:47 2022/6/3,1,674,108
 14:52:48 2022/6/3,1,605,80
 14:52:48 2022/6/3,1,633,324
 14:52:49 2022/6/3,1,632,36
 14:52:49 2022/6/3,1,572,-180
 14:52:50 2022/6/3,1,593,-200
 14:52:50 2022/6/3,1,619,36
 14:52:51 2022/6/3,1,621,204
 14:52:51 2022/6/3,1,625,136
